MS,MS Name,CCI,Ver,Title,Fund,Priority,TO_code,To short,TO long,Category of region,EAFRD Measure code,Measure short description,EAFRD Focus Area code,Focus area short description,EU Amount,National Amount,Total Amount,EU co-financing
ES,Spain,2014ES05M9OP001,2.1,Youth Employment - ESF/YEI,YEI,5,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,VOID,VOID,VOID,VOID,1886992630,166499350,2053491980,91.89%
ES,Spain,2014ES05SFOP001,1.1,La Rioja  - ESF,ESF,1A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,5555352,5555352,11110704,50%
ES,Spain,2014ES05SFOP001,1.1,La Rioja  - ESF,ESF,2A,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,3470600,3470600,6941200,50%
ES,Spain,2014ES05SFOP001,1.1,La Rioja  - ESF,ESF,3A,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,1490000,1490000,2980000,50%
ES,Spain,2014ES05SFOP001,1.1,La Rioja  - ESF,ESF,8A,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,437925,437925,875850,50%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,1A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,105057615,105057615,210115230,50%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,1B,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,106459449,26614863,133074312,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,1C,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Transition,VOID,VOID,VOID,VOID,729483033,182370759,911853792,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,1D,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,110525807,27631452,138157259,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,2A,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,26163382,26163382,52326764,50%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,2B,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,25763879,6440970,32204849,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,2C,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Transition,VOID,VOID,VOID,VOID,168119294,42029824,210149118,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,2D,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,24953444,6238361,31191805,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,3A,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,351608758,351608758,703217516,50%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,3B,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,77683094,19420774,97103868,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,3C,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Transition,VOID,VOID,VOID,VOID,309019009,77254753,386273762,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,3D,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,26037987,6509497,32547484,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,6A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,456764,456764,913528,50%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,6B,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,571742,142936,714678,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,6C,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Transition,VOID,VOID,VOID,VOID,5076874,1269219,6346093,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,6D,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,894620,223655,1118275,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,7A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,429717,429717,859434,50%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,7B,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,352737,88185,440922,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,7C,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Transition,VOID,VOID,VOID,VOID,3178048,794512,3972560,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,7D,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,594640,148660,743300,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,8A,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,8198299,8198299,16396598,50%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,8B,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,4428239,1107060,5535299,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,8C,TA,Technical Assistance,Technical Assistance,Transition,VOID,VOID,VOID,VOID,26312549,6578138,32890687,80%
ES,Spain,2014ES05SFOP002,1.2,Employment training and education - ESF,ESF,8D,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,3661522,915381,4576903,80%
ES,Spain,2014ES05SFOP003,1.3,Murcia - ESF,ESF,1C,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Transition,VOID,VOID,VOID,VOID,48500000,12125000,60625000,80%
ES,Spain,2014ES05SFOP003,1.3,Murcia - ESF,ESF,2C,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Transition,VOID,VOID,VOID,VOID,12998000,3249500,16247500,80%
ES,Spain,2014ES05SFOP003,1.3,Murcia - ESF,ESF,3C,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Transition,VOID,VOID,VOID,VOID,21500000,5375000,26875000,80%
ES,Spain,2014ES05SFOP003,1.3,Murcia - ESF,ESF,6C,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Transition,VOID,VOID,VOID,VOID,5688000,632000,6320000,90%
ES,Spain,2014ES05SFOP003,1.3,Murcia - ESF,ESF,8C,TA,Technical Assistance,Technical Assistance,Transition,VOID,VOID,VOID,VOID,2252861,563216,2816077,80%
ES,Spain,2014ES05SFOP004,1.3,Asturias - ESF,ESF,1B,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,46056000,11514000,57570000,80%
ES,Spain,2014ES05SFOP004,1.3,Asturias - ESF,ESF,2B,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,28744000,7186000,35930000,80%
ES,Spain,2014ES05SFOP004,1.3,Asturias - ESF,ESF,3B,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,10224000,2556000,12780000,80%
ES,Spain,2014ES05SFOP004,1.3,Asturias - ESF,ESF,8B,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,1972940,493235,2466175,80%
ES,Spain,2014ES05SFOP005,1.1,Baleares  - ESF,ESF,1A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,5362000,5362000,10724000,50%
ES,Spain,2014ES05SFOP005,1.1,Baleares  - ESF,ESF,2A,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,13194000,13194000,26388000,50%
ES,Spain,2014ES05SFOP005,1.1,Baleares  - ESF,ESF,3A,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,20700000,20700000,41400000,50%
ES,Spain,2014ES05SFOP005,1.1,Baleares  - ESF,ESF,8A,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,1635341,1635341,3270682,50%
ES,Spain,2014ES05SFOP006,1.1,Castilla y León  - ESF,ESF,1A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,51814244,51814244,103628488,50%
ES,Spain,2014ES05SFOP006,1.1,Castilla y León  - ESF,ESF,2A,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,26744130,26744130,53488260,50%
ES,Spain,2014ES05SFOP006,1.1,Castilla y León  - ESF,ESF,3A,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,18647818,18647818,37295636,50%
ES,Spain,2014ES05SFOP006,1.1,Castilla y León  - ESF,ESF,8A,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,1500000,1500000,3000000,50%
ES,Spain,2014ES05SFOP007,1.3,Cataluña  - ESF,ESF,1A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,140000000,140000000,280000000,50%
ES,Spain,2014ES05SFOP007,1.3,Cataluña  - ESF,ESF,2A,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,93000000,93000000,186000000,50%
ES,Spain,2014ES05SFOP007,1.3,Cataluña  - ESF,ESF,3A,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,60000000,60000000,120000000,50%
ES,Spain,2014ES05SFOP007,1.3,Cataluña  - ESF,ESF,8A,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,11742845,11742845,23485690,50%
ES,Spain,2014ES05SFOP008,1.2,Ceuta  - ESF,ESF,1B,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,2640000,660000,3300000,80%
ES,Spain,2014ES05SFOP008,1.2,Ceuta  - ESF,ESF,2B,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,7440000,1860000,9300000,80%
ES,Spain,2014ES05SFOP008,1.2,Ceuta  - ESF,ESF,8B,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,241885,60472,302357,80%
ES,Spain,2014ES05SFOP009,1.1,Galicia  - ESF,ESF,1B,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,97001292,24250323,121251615,80%
ES,Spain,2014ES05SFOP009,1.1,Galicia  - ESF,ESF,2B,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,83258868,20814717,104073585,80%
ES,Spain,2014ES05SFOP009,1.1,Galicia  - ESF,ESF,3B,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,124378765,31094692,155473457,80%
ES,Spain,2014ES05SFOP009,1.1,Galicia  - ESF,ESF,8B,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,8504047,2126012,10630059,80%
ES,Spain,2014ES05SFOP010,1.1,Navarra - ESF,ESF,1A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,5520470,5520470,11040940,50%
ES,Spain,2014ES05SFOP010,1.1,Navarra - ESF,ESF,2A,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,13351557,13351557,26703114,50%
ES,Spain,2014ES05SFOP011,1.1,País Vasco - ESF,ESF,1A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,30840999,30840999,61681998,50%
ES,Spain,2014ES05SFOP011,1.1,País Vasco - ESF,ESF,2A,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,20000000,20000000,40000000,50%
ES,Spain,2014ES05SFOP011,1.1,País Vasco - ESF,ESF,6A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,778022,518590,1296612,60%
ES,Spain,2014ES05SFOP011,1.1,País Vasco - ESF,ESF,6A,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,1000000,666758,1666758,60%
ES,Spain,2014ES05SFOP011,1.1,País Vasco - ESF,ESF,8A,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,1500000,1500000,3000000,50%
ES,Spain,2014ES05SFOP012,1.2,Social inclusion and social economy - ESF,ESF,1A,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,4033924,4033924,8067848,50%
ES,Spain,2014ES05SFOP012,1.2,Social inclusion and social economy - ESF,ESF,1B,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,4834677,1208670,6043347,80%
ES,Spain,2014ES05SFOP012,1.2,Social inclusion and social economy - ESF,ESF,1C,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Transition,VOID,VOID,VOID,VOID,17917298,4479325,22396623,80%
ES,Spain,2014ES05SFOP012,1.2,Social inclusion and social economy - ESF,ESF,1D,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,2816147,704037,3520184,80%
ES,Spain,2014ES05SFOP012,1.2,Social inclusion and social economy - ESF,ESF,2A,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,100392411,100392411,200784822,50%
ES,Spain,2014ES05SFOP012,1.2,Social inclusion and social economy - ESF,ESF,2B,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,120320777,30080195,150400972,80%
ES,Spain,2014ES05SFOP012,1.2,Social inclusion and social economy - ESF,ESF,2C,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Transition,VOID,VOID,VOID,VOID,445908439,111477110,557385549,80%
ES,Spain,2014ES05SFOP012,1.2,Social inclusion and social economy - ESF,ESF,2D,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,70085558,17521390,87606948,80%
ES,Spain,2014ES05SFOP012,1.2,Social inclusion and social economy - ESF,ESF,6A,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,1117110,744740,1861850,60%
ES,Spain,2014ES05SFOP012,1.2,Social inclusion and social economy - ESF,ESF,6B,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,1338861,148763,1487624,90%
ES,Spain,2014ES05SFOP012,1.2,Social inclusion and social economy - ESF,ESF,6C,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Transition,VOID,VOID,VOID,VOID,4961815,551313,5513128,90%
